Google Translate,Helsinki-NLP,OpenAI GPT
"Tatoeba is a great place to quickly find words in any of their contexts, and to find translations of a wide variety of phrases in almost any known language.","Tatoeba is an excellent place to find words quickly in any of its contexts, and to find translations of a wide variety of phrases in almost any known language.","Tatoeba is an excellent place to quickly find words in any of their contexts, and to find translations of a wide variety of phrases in almost any known language."
"Religion is too important a matter in the eyes of its devotees to be ridiculed. If they indulge in absurd things, they should be pitied, but not ridiculed.","Religion is too important a matter in the eyes of its devotees for it to be ridiculed. If they give themselves to absurd things, they must be pitied, but not ridiculed.","Religion is a matter too important in the eyes of its devotees to be ridiculed. If they were to engage in absurd things, they should be pitied, but not ridiculed."
"Popular lectures are the easiest to listen to, but they are necessarily both superficial and confusing, since they must be adapted for the understanding of an ignorant audience.","Popular lectures are the easiest to hear, but they are necessarily both superficial and confusing, as they must be adapted for the understanding of an ignorant audience.","Popular conferences are the easiest to listen to, but they are necessarily both superficial and confusing, as they must be adapted for the understanding of an ignorant audience."
"On a fine spring day, when Jan was digging in the sandbox in the yard, he found a small box. Inside the box was a shiny knife with a mysterious inscription.","On a good spring day, when Jan was digging in the sandbox in the courtyard, he found a small box. Inside the box was a shiny knife with a mysterious inscription.","On a nice spring day, when Jan was digging in the sandbox in the backyard, he found a small box. Inside the box, there was a shiny knife with a mysterious inscription."
"Sorry, the owner of the dialed number has lost control of his life and is currently not in a position to speak to you. Please break his balls another time. Thank you.","Excuse me, the number holder lost control of your life and at the moment is not in a position to talk to you. Please break his balls on another occasion. Thank you.","Sorry, the owner of the number you dialed has lost control of his life and is currently not in a position to speak with you. Please bother him at another time. Thank you."
"What's happening? asked the Spirit. ""Nothing,"" said Scrooge. ""There's nothing. I saw a little boy singing a Christmas song the night before at my door. And I should have given him something: That's all.""","“Nothing,” Scrooge said. “There is nothing. I saw a child singing a Christmas song the night before my door. And I should have given him something: That’s all.”","""What's the matter?"" asked the Spirit. ""Nothing,"" said Scrooge. ""There's nothing. I saw a boy singing a Christmas carol outside my door the night before. And I should have given him something: That's all."""
"She had no idea that the sweet-looking old woman leaning on her crutch was actually an evil witch, who envied the queen's good fortune, and was determined to ruin her.","She had no idea that the sweet-looking old woman who leaned on her crutch was actually an evil witch, who envied the queen's good fortune, and was determined to ruin it.","She had no idea that the sweet-looking old woman leaning on her cane was actually an evil witch, who envied the queen's good fortune and was determined to ruin it."
"Narcissists are often presumptuous, belittling, condescending to the opinions of others, while at the same time, having an overwhelming need for admiration and comfort.","Narcissists are often presumptuous, demeaning, condescending to the opinions of others, while at the same time they have an overwhelming need for admiration and comfort.","Narcissists are often presumptuous, disdainful, condescending towards the opinions of others, while at the same time, they have an overwhelming need for admiration and reassurance."
"When an object moves away from Earth, the light it emits is seen at longer wavelengths. When an object approaches Earth, the light it emits is seen at shorter wavelengths.","When an object moves away from the Earth, the light it emits is seen at longer wavelengths. When an object approaches the Earth, the light it emits is seen at shorter wavelengths.","When an object moves away from Earth, the light it emits is seen at longer wavelengths. When an object approaches Earth, the light it emits is seen at shorter wavelengths."
"Many websites prohibit misleading usernames that imply an official role on the website, such as ""admin,"" ""administrator,"" ""webmaster,"" ""system operator,"" ""sysop,"" or ""moderator.""","Many websites prohibit misleading user names that involve an official role on the website, such as ""admin"", ""manager"", ""webmaster"", ""system operator"", ""sysop"" or ""moderator"".","Many websites prohibit deceptive usernames that imply an official role on the website, such as ""admin"", ""administrator"", ""webmaster"", ""system operator"", ""sysop"", or ""moderator""."
The only reason why Ferdinand Magellan could declare that he had been the first man to sail across all the meridians of the world is because Christopher Columbus had decided to swim.,The only reason Fernando de Magallanes could declare that he had been the first man to cross all the meridians of the world was that Christopher Columbus had decided to swim.,The only reason why Ferdinand Magellan could claim to have been the first man to sail across all the meridians of the world is that Christopher Columbus had decided to swim.
"The most frustrating thing that can happen to you on Tatoeba is that you point out an error to someone and they not only don't correct it, but they create the variant with the correction you suggested... without thanking you.","The most frustrating thing that can happen to you in Tatoeba is that you signal a mistake to someone and not only don't correct it, but create the variant with the correction you suggested... without thanking you.","The most frustrating thing that can happen to you on Tatoeba is when you point out an error to someone and not only do they not correct it, but they create a variant with the correction you suggested... without thanking you."
"Christopher Columbus once decided to burn an entire village to ashes after one of the natives stole his parrot. He was disappointed that he couldn't burn water, so he invented fluorine.","Christopher Columbus once decided to reduce an entire village to ashes after one of the natives stole his parrot. He was disappointed that he could not burn the water, so he invented fluorine.","Christopher Columbus once decided to burn an entire village to the ground after one of the natives stole his parrot. He was disappointed that he couldn't burn the water, so he invented fluoride."
"Do not expose the console or accessories to high temperatures, high humidity, or direct sunlight (use in an environment where temperatures range from 5ºC to 35ºC, or 41ºF to 95ºF).","Do not expose the console or accessories to high temperatures, high humidity or directly to sunlight (use in an environment where temperatures range from 5°C to 35°C, or 41°F to 95°F).","Do not expose the console or accessories to high temperatures, high humidity, or direct sunlight (use in an environment where temperatures range from 5 ºC to 35 ºC, or 41 ºF to 95 ºF)."
"In chess, one of the most important concepts is that of opposition, related to the distance (vertical, horizontal or diagonal) that the kings maintain between themselves at the end of a game.","In chess, one of the most important concepts is that of opposition, related to the distance (vertical, horizontal or diagonal) that kings maintain with each other at the end of a game.","In chess, one of the most important concepts is that of opposition, related to the distance (vertical, horizontal, or diagonal) that the kings maintain between each other at the end of a game."
Chinese students get up early and line up at the library door until the doors open and they can secure a place inside and spend the day studying.,Chinese students get up early and queue at the library door until the doors open and they can secure a place in there and spend the day studying.,Chinese students wake up early and line up at the library door until it opens so they can secure a spot inside and spend the day studying.
"A man once told Buddha, ""I want to be happy."" Buddha replied, ""First remove 'I', that is ego, then remove 'I want', because it is desire. See, now you only have happiness.""","Once a man told Buddha, ""I want to be happy."" Buddha replied, ""First withdraw ""I,"" this is the ego, then remove ""I want,"" because it is the desire. Look, now you only have happiness.""","Once a man said to Buddha, ""I want to be happy."" Buddha replied, ""First remove 'I', that's ego, then remove 'want', because that's desire. See, now you are left with only happiness."""
"Therefore, for world peace, we must develop our awareness of being one people on planet Earth, through continuous international cultural and economic exchange.","Therefore, for world peace, we must develop our awareness of being one people on planet Earth, through a continuous international cultural and economic exchange.","Therefore, for world peace, we must develop our awareness of being one single people on planet Earth, through a continuous international cultural and economic exchange."
"Hippopotomonstrosesquipedaliophobia is a pretty long word, isn't it? ""Yes, but do you know what it means?"" ""Actually, I do not know."" ""It means fear of long words."" ""How ironic.""","Hypopotomonstrosequipedaliophobia is a pretty long word, isn't it? ""Yes, but do you know what it means?"" ""I don't really know."" ""It means fear of long words."" ""What irony.""","Hippopotomonstrosesquippedaliophobia is a pretty long word, isn't it? ""Yes, but do you know what it means?"" ""Actually, I don't."" ""It means fear of long words."" ""How ironic."""
"Strictly speaking, a virus is a program that cannot survive on its own; It is a program that is installed as a parasite of another program to multiply and carry out sinister actions.","Strictly speaking, a virus is a program that cannot survive on its own; it is a program that is installed as a parasite from another program to multiply and perform sinister actions.","Strictly speaking, a virus is a program that cannot survive on its own; it is a program that installs itself as a parasite of another program to multiply and carry out malicious actions."
"Intelligence is the ability to understand complex ideas, adapt effectively to the environment, learn from experience, engage in various forms of reasoning, and overcome obstacles.","Intelligence is the ability to understand complex ideas, adapt effectively to the environment, learn from experience, participate in various forms of reasoning and overcome obstacles.","Intelligence is the ability to understand complex ideas, adapt effectively to the environment, learn from experience, engage in various forms of reasoning, and overcome obstacles."
"- You have already had two wishes fulfilled, -said the sorceress- but your second wish was that everything would return to the way it was before you made your first wish. That's why you don't remember anything.","""Two wishes have already been fulfilled,"" said the sorceress, ""but your second wish was that everything should be as it was before you made your first wish. ""That's why you don't remember anything.""","- Two of your wishes have already been fulfilled, -said the witch- but your second wish was for everything to go back to how it was before you made your first wish. That's why you don't remember anything."
Kevin Spragett made a truly incredible queen sacrifice against Fred South in Ontario 1976: 1.e4 Nc6 2.Nf3 d6 3.d4 Bg4 4.d5 Ne5 5.Nxe5 Bxd1. Black surrendered on the nineteenth move.,Kevin Spragett made a truly incredible lady sacrifice against Fred South in Ontario 1976: 1e4 Cc6 2.Cf3 d6 3d4 Ag4 4d5 Ce5 5.Cxe5 Axd1. Black surrendered in the nineteenth movement.,Kevin Spragett made a truly incredible queen sacrifice against Fred South in Ontario 1976: 1.e4 Nc6 2.Nf3 d6 3.d4 Bg4 4.d5 Ne5 5.Nxe5 Bxd1. Black resigned on the nineteenth move.
"The goal of his life was the ""inner idea."" As Boulogne's declaration only alluded to language, he felt the need to also clearly define the motto of the Esperantist ideal.","The aim of his life was the ""internal idea."" As Boulogne's statement referred only to language, he felt the need to define clearly the motto of the ideal of the Esperantists as well.","The goal of his life was the ""inner idea."" Since the Boulogne declaration only referred to language, he felt the need to also clearly define the motto of the Esperantists' ideal."
Please let me know by email about any bugs found or any unavailable features that you want to be included in future versions of the BMI calculator.,Please let me know by e-mail about any bugs found or any unavailable features that you want to be included in future versions of the IMC calculator.,"Please, let me know by email about any bugs found or any missing feature that you would like to be included in future versions of the BMI calculator."
"Thanksgiving in Canada and Columbus Day in the US coincide, so Esperanto speakers from both countries take the opportunity to have an international meeting.","Thanksgiving Day in Canada and Columbus Day in the U.S. coincide, so Esperanto speakers from both countries take the opportunity to have an international meeting.","Thanksgiving Day in Canada and Columbus Day in the U.S. coincide, so Esperanto speakers from both countries take the opportunity to have an international meeting."
There is a path from stone A to stone B if there is a direct connection between the stones. A path can jump over a single space as if it were filled with a stone of the same color.,There is a path from stone A to stone B if there is a direct connection between the stones. A path can jump over a single space as if it were filled with a stone of the same color.,There is a path from stone A to stone B if there is a direct connection between the stones. A path can jump over a single space as if it were filled with a stone of the same color.
"The money spent by Brazil on building stadiums for the 2014 FIFA World Cup has already surpassed what Germany, in 2006, and South Africa, together, spent in 2010.",Brazil's money spent on building stadiums for the 2014 FIFA World Cup has already surpassed what Germany spent together in 2006 and South Africa in 2010.,The money spent by Brazil on the construction of the stadiums for the 2014 FIFA World Cup has already exceeded the amount spent by Germany in 2006 and South Africa in 2010 combined.
Doctors administer medications—about which they know little—to human bodies—about which they know even less—to cure diseases—about which they know nothing at all.,Doctors give medicines — about which they know little — to human bodies — about which they know even less — to cure diseases — about which they know nothing at all.,Doctors administer medications —about which they know little— to human bodies —about which they know even less— to cure diseases —about which they know absolutely nothing—.
"Every person who uses Esperanto or works with it is an Esperantist, and every Esperantist has the right to consider the language as a simple means of international understanding.","Anyone who uses or works with Esperanto is a Esperantist, and every Esperantist has the right to consider language as a simple means of international understanding.","Every person who uses Esperanto or works with it is an Esperantist, and each Esperantist has the right to consider the language as a simple means of international understanding."
"I am as light as a feather, as happy as an angel, as cheerful as a school child. I'm as euphoric as a drunk. A Merry Christmas everyone! A happy New Year to everyone.","I am as light as a feather, as happy as an angel, as cheerful as a schoolboy. I am as euphoric as a drunk. A merry Christmas to everyone! A happy New Year to everyone.","I am as light as a feather, as happy as an angel, as joyful as a schoolboy. I am as euphoric as a drunk. Merry Christmas to all! Happy New Year to everyone."
"The pawn that reaches the last row in front, stopping there, will be promoted to queen, a piece of exceptional mobility and which in a large number of cases represents a decisive advantage.","The pawn that reaches the last row in front, stopping there, will be promoted to lady, a piece of exceptional mobility and that in a large number of cases represents a decisive advantage.","The pawn that reaches the last row ahead, stopping there, will be promoted to queen, a piece of exceptional mobility that in a large number of cases represents a decisive advantage."
"The Milky Way is a river of stars that don't twinkle because there is no air, Drew said, and Earth looks like a ""blue beach ball"" with mountain ranges and continents flying by at high speed.","The Milky Way is a river of stars that do not flicker, because there is no air, Drew said, and the Earth looks like a ""blue beach ball"" with mountain chains and continents flying at great speed.","The Milky Way is a river of stars that do not twinkle, because there is no air, Drew said, and Earth looks like a ""blue beach ball"" with mountain chains and continents flying at high speed."
"Some things are easy for some people, and not for others. It's no surprise. I don't understand why many schools don't understand that, and try to treat all students the same.","Some things are easy for some people, and others don’t. It’s no surprise. I don’t understand why many schools don’t understand that, and try to treat all students alike.","Some things are easy for some people, and for others they are not. It's no surprise. I don't understand why many schools don't understand that, and try to treat all students the same."
"I bought an autographed edition of Tom Miller's works for a ridiculous price of two hundred euros at a flea market. Ah, I stole from that clueless salesman! I must confess in church!","I bought an autographed edition of Tom Miller's works for a ridiculous price of 200 euros on a market. Ah, I stole that disoriented seller! I must confess in church!","I bought a signed edition of Tom Miller's works for a laughable price of two hundred euros at a flea market. Oh, I robbed that confused vendor! I must confess at the church!"
You cannot make a move that repeats a previous position on the board. This rule prevents players from capturing and recapturing a stone indefinitely in both directions.,You cannot make a move that repeats an earlier position on the board. This rule prevents players from capturing and recapture a stone indefinitely in both directions.,You cannot make a move that repeats a previous position on the board. This rule prevents players from capturing and recapturing a stone indefinitely in both directions.
Leading a satisfying life comes down to one question: When you turn off the lights at night and put your head on the pillow: What do you hear? Your soul singing or Satan laughing?,To lead a satisfying life comes down to just one question: When you turn off the lights at night and rest your head on the pillow: What do you hear? Your soul singing or Satan laughing?,"Leading a satisfying life comes down to one question: When you turn off the lights at night and rest your head on the pillow, what do you hear? Is it your soul singing or Satan laughing?"
"The parents of each child had a large wooden box in which they grew herbs for use in the kitchen, and they had placed these boxes in the gutter, so close that they were almost touching each other.","The parents of each child had a large wooden box in which they grew herbs for use in the kitchen, and had placed these boxes in the gutter, so close that they almost touched each other.","Each child's parents had a large wooden box in which they grew herbs for use in the kitchen, and they had placed these boxes on the curb, so close that they almost touched each other."
"I choose my friends for their physical beauty, my acquaintances for their personality, and my enemies for their intelligence. A man is never too careful in choosing his enemies.","I choose my friends for their physical beauty, my acquaintances for their personality and my enemies for their intelligence. A man is never too careful to choose his enemies.","I choose my friends for their physical beauty, my acquaintances for their personality, and my enemies for their intelligence. A man is never too careful when choosing his enemies."
"In his eleven-five plan, the minister of industry and information technology promised to implement telephone connections in all towns, and internet connections in all cities.","In his eleven-five plan the minister of industry and information technology promised to implement telephone connections in all towns, and internet connections in all cities.","In his plan eleven-five, the Minister of Industry and Information Technology promised to implement telephone connections in all villages, and internet connections in all cities."
Continue. It's not enough anymore. Continue loaded with worlds of countries of cities. Howling crowds. Covered in climates hemispheres ideas memories. Between grave cobwebs and conscious planets.,Go on. It is not enough. Continue loaded with worlds of cities countries. Howlful crowds. Covered with hemispheres climates memories ideas. Between webs of grave and conscious planets.,To continue. It's no longer enough. To continue laden with worlds of countries of cities. Crowds howling. Covered with climates hemispheres ideas memories. Among cobwebs of tomb and conscious planets.
"Visualization, one of the psychologist's favorite tools, cannot solve all problems, but it seems that many self-proclaimed positive thinkers believe that it can.","Visualization, one of the psychologist's favorite tools, cannot solve all the problems, but it seems that many of the proclaimed positive thinkers believe it can.","Visualization, one of the psychologist's favorite tools, cannot solve all problems, but it seems that many of the self-proclaimed positive thinkers believe it can."
"In Mexico, it is believed that on the Day of the Dead, if you put a photo of your ancestor on an altar with offerings, his soul will cross from the land of the dead to visit the land of the living.","In Mexico, it is believed that on the Day of the Dead, if you put a picture of your ancestor on an altar with offerings, his soul will cross from the land of the dead to visit the land of the living.","In Mexico, it is believed that on the Day of the Dead, if you place a photo of your ancestor on an altar with offerings, their soul will cross from the land of the dead to visit the land of the living."
"While one reviewer attacked the novel as ""an irritating improvisation by a teenage sociologist,"" a more sympathetic reviewer assessed it as ""funny and brilliant in a light way.""","While a critic attacked the novel as ""irritating improvisation of a teenage sociologist,"" a more empathetic critic evaluated it as ""graceful and brilliant in a light way.""","While one critic attacked the novel labeling it as ""irritating improvisation by a teenage sociologist"", a more empathetic critic evaluated it as ""funny and brilliant in a light way""."
"If someone leaves a well open, or digs a well and does not cover it, and an ox or a donkey falls into it, the owner of the well will compensate the owner of the animal with money and keep the dead animal.","If one leaves a well open, or digs a well and does not cover it, and an ox or an ass falls into it, the owner of the well will compensate the owner of the animal with money and will keep the dead animal.","If someone leaves a well open, or digs a well and does not cover it, and an ox or a donkey falls into it, the owner of the well must pay the owner of the animal for the loss and keep the dead animal."
"In the 64-square checkers game, each player has 12 equal pieces, initially placed in the dark squares of rows 1, 2 and 3, for white, and 6, 7 and 8, for black.","In the 64-square ladies' game, each player has 12 equal pieces, initially placed in the dark squares of rows 1, 2 and 3, for the white ones, and 6, 7 and 8, for the black ones.","In the game of checkers with 64 squares, each player has 12 identical pieces, initially placed on the dark squares of rows 1, 2, and 3 for the white pieces, and 6, 7, and 8 for the black pieces."
"After turning from the main road into a narrow lane, so densely sheltered by leafy trees as to give it an air of complete seclusion, we came within sight of the cabin.","After turning from the main road to a narrow lane, so densely sheltered by leafy trees that gave it an air of complete confinement, we came to the view of the cabin.","After turning from the main road onto a narrow lane, so densely guarded by leafy trees that it gave it a complete seclusion, we arrived at the sight of the cabin."
"There is always hope for kids with hearts like yours, even though they can often be very naughty. This is the reason I have come so far in search of you.","There is always hope for children with hearts like yours, even though they can often be very naughty. This is why I have come so far in search of you.","There is always hope for kids with hearts like yours, even though they can often be very mischievous. That is why I have come so far in search of you."
"I do not believe in the creed professed by the Jewish Church, by the Roman Church, by the Greek Church, by the Turkish Church, by the Protestant Church, or by any other Church that I know.","I do not believe in the creed professed by the Jewish Church, by the Roman Church, by the Greek Church, by the Turkish Church, by the Protestant Church, or by any other Church I know.","I do not believe in the creed professed by the Jewish Church, by the Roman Church, by the Greek Church, by the Turkish Church, by the Protestant Church, nor by any other Church that I know."
"A person can be proud without being vain. Pride is more related to our opinion of ourselves, vanity with what we would like others to think of us.","A person can be proud without being vain. Pride is more related to our opinion of ourselves, vanity with what we would want others to think of us.","A person can be proud without being vain. Pride is more related to our opinion of ourselves, vanity to what we would like others to think of us."
"Tomás always buys organic eggs from free-range breeding, although they are more expensive than the others. He considers it important to maintain animal husbandry in decent conditions in this way.","Tomás always buys organic eggs from breeding in freedom, although they are more expensive than the others. He considers it important to support in this way an animal breeding in dignified conditions.","Tomás always buys organic eggs from free-range farming, even though they are more expensive than the others. He considers it important to support animal farming in decent conditions in this way."
Foreign accent syndrome is a still unclear medical condition in which the patient cannot pronounce their native language correctly and appears to have a foreign accent.,"Foreign accent syndrome is a medical condition that has not yet been clarified, in which the patient cannot pronounce his or her mother tongue correctly and seems to have a foreign accent.","Foreign accent syndrome is a medical condition that is still not fully understood, in which the patient is unable to pronounce their native language correctly and appears to have a foreign accent."
"The English language really should have more letters than 26, or at least, it should use accents to cover all the phonemes it has. Anglophones know that their language cannot be reformed.","The English language should actually have more letters than 26, or at least, it should use accents to cover all the phonemes it has. Anglophones know that their language cannot be reformed.","The English language really should have more than 26 letters, or at least, it should use accents to cover all the phonemes it has. English speakers know that their language cannot be reformed."
"Ok, Kimi, we need to keep all 4 wheels working please, all 4 wheels. ""Yes, yes, yes, yes, I'm doing that all the time. You don't need to remind me every ten seconds.""","Okay, Kimi, we need to keep working all four wheels, please, all four wheels. ""Yeah, yeah, yeah, yeah, I'm doing that all the time. You don't need to remind me every ten seconds.""","Ok, Kimi, we need to keep working all 4 wheels please, all 4 wheels. ""Yes, yes, yes, yes, I'm doing that all the time. You don't need to remind me every ten seconds""."
"Vedanta teaches that consciousness is singular, that all events take place, from beginning to end, within a single universal consciousness, and that there is no multiplicity of beings.","The Vedanta teaches that consciousness is unique, that all events take place, from beginning to end, within a single universal consciousness, and that there is no multiplicity of beings.","Vedanta teaches that consciousness is singular, that all events take place, from beginning to end, within a single universal consciousness, and that there is no multiplicity of beings."
"Whoever thinks, is. The contrast of that is: Whoever is not, does not think. But is it also applicable the other way around? That is, he who does not think is not? ""That stone over there doesn't think and yet it is.""","Who thinks, is. The opposite of that is: Who is not, does not think. But is it also applicable the other way around? That is, the one who does not think is not? ""That stone there does not think and yet is.""","Who thinks, is. The opposite of that is: Who is not, does not think. But is it also applicable the other way around? In other words, does the one who does not think not exist? ""That stone over there does not think and yet it exists."""
"Everyone has the right to freely take part in the cultural life of the community, to enjoy the arts and to participate in scientific progress and the benefits resulting from it.","Everyone has the right freely to take part in the cultural life of the community, to enjoy the arts and to participate in scientific progress and the benefits thereof.","Every person has the right to freely participate in the cultural life of the community, to enjoy the arts, and to take part in scientific progress and the benefits that result from it."
"Polish author Olga Tokarczuk won the Nobel Prize in Literature in 2018 ""for a narrative imagination that, with encyclopedic passion, represents border crossing as a way of life.""","Polish author Olga Tokarczuk won the Nobel Prize in Literature in 2018 ""for a narrative imagination that, with encyclopedic passion, represents the crossing of borders as a way of life"".","Polish author Olga Tokarczuk won the Nobel Prize in Literature in 2018 ""for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a way of life."""
"Therefore I tell you: Do not worry about your life, what you will eat or drink; nor for your body, how you will dress. Is not life more valuable than food, and the body more valuable than clothing?","Therefore I say unto you, Woe not for your life, what ye shall eat or drink; neither for your body, how ye shall clothe yourselves. Is not life more precious than food, and body more than clothing?","That is why I tell you: Do not worry about your life, what you will eat or drink; or about your body, what you will wear. Is not life more than food, and the body more than clothes?"
"When I listen to Bach's Goldberg Variations, performed by Glenn Gould, I wonder if the composer himself also performed this wonderful piece of music with such virtuosity.","When I listen to Bach's Goldberg Variations, played by Glenn Gould, I wonder if the composer himself also performed this wonderful musical piece with such virtuosity.","When I listen to Bach's Goldberg Variations, performed by Glenn Gould, I wonder if the composer himself also played this wonderful musical piece with such virtuosity."
"Recently, our son has been crying to try to get what he wants. Part of me wants to give in to keep him quiet, but I know that would be poor parenting.","Recently, our son has been crying to try to get what he wants. A part of me wants to give in to keep him quiet, but I know that would mean a bad parental education.","Recently, our son has been crying to try to get what he wants. Part of me wants to give in so he'll be quiet, but I know that would mean bad parenting."
"In the Burgundy region of eastern France, you can hear the sound of sprinklers, one of the different methods desperate winegrowers are using to save their vines.","In the Burgundy region, in eastern France, you can hear the sound of sprinklers, one of the different methods that desperate winegrowers are using to save their vines.","In the Burgundy region, in eastern France, you can hear the sound of sprinklers, one of the different methods that desperate winemakers are using to save their vineyards."
"In 2006, the International Astronomical Union decided to create a new category for solar system objects called ""dwarf planets,"" and Pluto was reclassified as a dwarf planet.","In 2006, the International Astronomical Union decided to create a new category for solar system objects called ""Dwarf Planets"", and Pluto was reclassified as a dwarf planet.","In 2006, the International Astronomical Union decided to create a new category for objects in the solar system called ""dwarf planets,"" and Pluto was reclassified as a dwarf planet."
"Sometimes I worry about everything they say about Internet safety, because among my followers there are people who I don't know, but who I have accepted because they sent me a request.","Sometimes I worry about everything they say about Internet security, because among my followers there are people I don't know, but I've accepted because they sent me a request.","Sometimes I worry about everything they say about Internet security, because among my followers there are people I don't know, but whom I have accepted because they sent me a request."
I managed to unearth an entire section of fulgurite almost 14cm long in the clay soil of my garden after it was struck by lightning during yesterday afternoon's storm.,I managed to dig up a whole section of fulgurite nearly 14 cm long on the clay floor of my garden after lightning struck it during yesterday afternoon's storm.,I managed to unearth a whole section of fulgurite almost 14 cm long in the clay soil of my garden after a lightning strike hit it during yesterday afternoon's storm.
"In a land of immigrants, many children grow up in a situation where their grandparents have not mastered the language; Young people quickly learn to express themselves in the simplest way possible.","In a land of immigrants, many children grow up in a situation where their grandparents have not mastered the language; young people quickly learn to express themselves as simply as possible.","In a land of immigrants, many children grow up in a situation where their grandparents have not mastered the language; the young ones quickly learn to express themselves in the simplest way possible."
"Nouns, pronouns, verbs, adjectives, adverbs, articles, prepositions, conjunctions and interjections are the grammatical categories in English.","Nouns, pronouns, verbs, adjectives, adverbs, articles, prepositions, conjunctions and interjections are the grammar categories in English.","Nouns, pronouns, verbs, adjectives, adverbs, articles, prepositions, conjunctions, and interjections are the grammatical categories in English."
"I recently attended a Chinese friend's wedding. The bride and groom had been classmates at university, both having graduated from Chinese college. They have already been together for five years.","I recently attended a Chinese friend’s wedding. The bride and groom had been partners in college, both graduated from Chinese school. They’ve been together for five years now.","I recently attended the wedding of a Chinese friend. The bride and groom had been classmates at university, both graduated from the Chinese faculty. They have been together for five years already."
"If a natural language can be compared to a tree, which has developed over time, Esperanto can be compared to a plastic tree, which was created artificially.","If a natural language can be compared to a tree, which has developed over time, Esperanto can be compared to a plastic tree, which was created artificially.","If a natural language can be compared to a tree that has developed over time, Esperanto can be compared to a plastic tree that was created artificially."
"Mary was sleeping, she was still wearing her torn white dress, and her long black hair, which rested disheveled on her shoulders, contrasted strongly with the paleness of her face.","Mary slept, still wore her torn white dress, and her long black hair, resting in turmoil on her shoulders, contrasted strongly with the paleness of her face.","Mary was sleeping, still wearing her torn white dress, and her long, black hair, which rested tousled on her shoulders, contrasted strongly with the paleness of her face."
"Medicaid, a program originally created to provide health care to women and children in poverty, today spends about a third of its budget on seniors.","Medicaid, a programme originally created to provide health care to women and children on the poverty line, currently employs about one third of its budget in the elderly.","Medicaid, a program originally created to provide healthcare to women and children at the poverty threshold, now spends nearly a third of its budget on the elderly."
"No matter how hard you try to convince people that chocolate is vanilla, it will still be chocolate, although you may convince yourself and a few others that it is vanilla.","No matter how much you insist on convincing people that chocolate is vanilla, it will still be chocolate, although you may convince yourself and some others that it is vanilla.","No matter how much you insist on convincing people that chocolate is vanilla, it will still be chocolate, although you may convince yourself and some others that it is vanilla."
"You may not learn to speak as well as a native speaker, but you should be able to speak well enough for native speakers to understand what you have to say.","You may not learn to speak as well as a native speaker, but you should be able to speak well enough for native speakers to understand what you have to say.","You may not learn to speak as well as a native speaker, but you should be able to speak well enough for native speakers to understand what you have to say."
Thomas was an atheist. He now studies biochemistry and has become convinced that something like DNA and RNA molecules cannot be the product of natural laws and forces generated by the Big Bang.,Thomas was an atheist. He is now studying biochemistry and has been convinced that something like DNA and RNA molecules cannot be the product of the laws and natural forces generated by the Big Bang.,Tomás was an atheist. Now he is studying biochemistry and has become convinced that something like DNA and RNA molecules cannot be the product of the laws and natural forces generated by the Big Bang.
"Whatever we write, they will translate it. People translate almost anything without even thinking about what what they are translating means, or whether it makes the slightest sense.","Let us write down what we write, they will translate it. People translate almost anything without even thinking about what they are translating, or if they are endowed with the slightest sense.","No matter what we write, they will translate it. People translate almost anything without even thinking about what they are translating, or if it makes the slightest sense."
"«Mary, my angel, I beg you, I ask you on my knees: fulfill one wish for me! ""Let me wash the car!"" “No, dear Tom, that is simply impossible. You HAVE to take it easy!","«Mary, my angel, I beg you, I ask you on your knees: fulfill one wish for me! Let me wash the car!» «No, dear Tom, that is simply impossible. You have to take it easy!»","""Maria, my angel, I beg you, I ask you on my knees: grant me one wish! Let me wash the car!"" ""No, dear Tom, that is simply impossible. You have to take it easy!"""
"How is it possible that mathematics, being after all a product of human thought independent of experience, adapts so admirably to the objects of reality?","How is it possible that mathematics, being after all a product of human thought independent of experience, adapts so admirably to the objects of reality?","How is it possible that mathematics, being after all a product of human thought independent of experience, adapts so admirably to the objects of reality?"
My classmates are pathetic. They have studied for four years and they still can't conjugate the verbs! The only student who can speak well is no longer in the class.,My classmates are pathetic. They have studied for four years and are not yet able to conjugate the verbs! The only student who can speak well is no longer in the class.,My classmates are pathetic. They have been studying for four years and still can't conjugate verbs! The only student who can speak well is no longer in the class.
"Viswanathan Anand, also known as Vishy Anand, became the first Indian Grandmaster in 1988, when he was 18 years old. He is the strongest non-Russian chess player since Bobby Fischer.","Viswanathan Anand, also known as Vishy Anand, became the first Indian Grand Master in 1988, when he was 18 years old. He is the strongest non-Russian chess player since Bobby Fischer.","Viswanathan Anand, also known as Vishy Anand, became the first Indian Grandmaster in 1988, when he was 18 years old. He is the strongest non-Russian chess player since Bobby Fischer."
"Geppetto didn't have a cent in his pocket, so he made his son a small suit out of flowered paper, a pair of shoes from the bark of a tree, and a hat with a little dough.","Geppetto didn't have a penny in his pocket, so he made his son a little flowered paper suit, a pair of shoes from the bark of a tree, and a hat with a little dough.","Geppetto didn't have a single penny in his pocket, so he made his son a small suit out of flowery paper, a pair of shoes from the bark of a tree, and a little hat with some dough."
